issn,product_title_sort,Title,Format,product_id,Imprint,Primary Language,Vols Qty,Scheduled Vol Nos,Single Issues per volume,Open Access,Comment,imprints,issn_type,.id,V1
0894-587X,Administration Policy Mental Health Mental Health Services Research,Administration and Policy in Mental Health and Mental Health Services Research,PE OF,10488,Springer,English,1,46,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,66
0894-587X,Administration Policy Mental Health Mental Health Services Research,Administration and Policy in Mental Health and Mental Health Services Research,PE OF,10488,Springer,English,1,46,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,62
0894-587X,Administration Policy Mental Health Mental Health Services Research,Administration and Policy in Mental Health and Mental Health Services Research,PE OF,10488,Springer,English,1,46,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,53
2363-8346,Adolescent Research Review,Adolescent Research Review,PE OF,40894,Springer,English,1,4,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,27
2363-8346,Adolescent Research Review,Adolescent Research Review,PE OF,40894,Springer,English,1,4,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,27
2363-8346,Adolescent Research Review,Adolescent Research Review,PE OF,40894,Springer,English,1,4,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,22
2363-8346,Adolescent Research Review,Adolescent Research Review,PE OF,40894,Springer,English,1,4,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,19
0929-5607,Adsorption,Adsorption,PE OF,10450,Springer,English,1,25,8,Hybrid (Open Choice),NA,Springer,ISSN print,2016,106
0929-5607,Adsorption,Adsorption,PE OF,10450,Springer,English,1,25,8,Hybrid (Open Choice),NA,Springer,ISSN print,2015,96
0929-5607,Adsorption,Adsorption,PE OF,10450,Springer,English,1,25,8,Hybrid (Open Choice),NA,Springer,ISSN print,2017,78
0929-5607,Adsorption,Adsorption,PE OF,10450,Springer,English,1,25,8,Hybrid (Open Choice),NA,Springer,ISSN print,2018,48
2522-0128,Advanced Composites Hybrid Materials,Advanced Composites and Hybrid Materials,PE OF S,42114,Springer,English,1,2,4,Hybrid (Open Choice),New Start in 2018.,Springer,ISSN print,2018,41
2522-0128,Advanced Composites Hybrid Materials,Advanced Composites and Hybrid Materials,PE OF S,42114,Springer,English,1,2,4,Hybrid (Open Choice),New Start in 2018.,Springer,ISSN print,2017,19
0188-7009,Advances Applied Clifford Algebras,Advances in Applied Clifford Algebras,PE C,6,Birkhäuser,English,1,29,5,Hybrid (Open Choice),NA,other,ISSN print,2016,112
0188-7009,Advances Applied Clifford Algebras,Advances in Applied Clifford Algebras,PE C,6,Birkhäuser,English,1,29,5,Hybrid (Open Choice),NA,other,ISSN print,2015,104
0188-7009,Advances Applied Clifford Algebras,Advances in Applied Clifford Algebras,PE C,6,Birkhäuser,English,1,29,5,Hybrid (Open Choice),NA,other,ISSN print,2018,89
0188-7009,Advances Applied Clifford Algebras,Advances in Applied Clifford Algebras,PE C,6,Birkhäuser,English,1,29,5,Hybrid (Open Choice),NA,other,ISSN print,2017,67
2524-5252,Advances Astronautics Science Technology,Advances in Astronautics Science and Technology,PE OF,42423,Springer,English,1,2,2,Hybrid (Open Choice),New Start in 2018. Chinese Library of Science.,Springer,ISSN print,2018,18
0256-1530,Advances Atmospheric Sciences,Advances in Atmospheric Sciences,PE,376,"Science Press, co-published with Springer",English,1,36,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2015,142
0256-1530,Advances Atmospheric Sciences,Advances in Atmospheric Sciences,PE,376,"Science Press, co-published with Springer",English,1,36,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2017,123
0256-1530,Advances Atmospheric Sciences,Advances in Atmospheric Sciences,PE,376,"Science Press, co-published with Springer",English,1,36,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2018,112
0256-1530,Advances Atmospheric Sciences,Advances in Atmospheric Sciences,PE,376,"Science Press, co-published with Springer",English,1,36,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2016,112
1019-7168,Advances Computational Mathematics,Advances in Computational Mathematics,PE OF,10444,Springer,English,1,45,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,75
1019-7168,Advances Computational Mathematics,Advances in Computational Mathematics,PE OF,10444,Springer,English,1,45,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,66
1019-7168,Advances Computational Mathematics,Advances in Computational Mathematics,PE OF,10444,Springer,English,1,45,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,52
1019-7168,Advances Computational Mathematics,Advances in Computational Mathematics,PE OF,10444,Springer,English,1,45,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,42
1862-5347,Advances Data Analysis Classification,Advances in Data Analysis and Classification,PE OF,11634,Springer,English,1,13,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,49
1862-5347,Advances Data Analysis Classification,Advances in Data Analysis and Classification,PE OF,11634,Springer,English,1,13,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,34
1862-5347,Advances Data Analysis Classification,Advances in Data Analysis and Classification,PE OF,11634,Springer,English,1,13,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,33
1862-5347,Advances Data Analysis Classification,Advances in Data Analysis and Classification,PE OF,11634,Springer,English,1,13,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,28
2079-0570,Advances Gerontology,Advances in Gerontology,PE,13329,Pleiades Publishing,English,1,9,4,NA,Russian Library of Science.,other,ISSN print,2016,57
2079-0570,Advances Gerontology,Advances in Gerontology,PE,13329,Pleiades Publishing,English,1,9,4,NA,Russian Library of Science.,other,ISSN print,2015,57
2079-0570,Advances Gerontology,Advances in Gerontology,PE,13329,Pleiades Publishing,English,1,9,4,NA,Russian Library of Science.,other,ISSN print,2017,54
2079-0570,Advances Gerontology,Advances in Gerontology,PE,13329,Pleiades Publishing,English,1,9,4,NA,Russian Library of Science.,other,ISSN print,2018,44
1382-4996,Advances Health Sciences Education,Advances in Health Sciences Education,PE OF,10459,Springer,English,1,24,5,Hybrid (Open Choice),NA,Springer,ISSN print,2015,82
1382-4996,Advances Health Sciences Education,Advances in Health Sciences Education,PE OF,10459,Springer,English,1,24,5,Hybrid (Open Choice),NA,Springer,ISSN print,2016,80
1382-4996,Advances Health Sciences Education,Advances in Health Sciences Education,PE OF,10459,Springer,English,1,24,5,Hybrid (Open Choice),NA,Springer,ISSN print,2017,65
1382-4996,Advances Health Sciences Education,Advances in Health Sciences Education,PE OF,10459,Springer,English,1,24,5,Hybrid (Open Choice),NA,Springer,ISSN print,2018,43
2095-3127,Advances Manufacturing,Advances in Manufacturing,PE OF,40436,"Shanghai University, co-published with Springer",English,1,7,4,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2017,40
2095-3127,Advances Manufacturing,Advances in Manufacturing,PE OF,40436,"Shanghai University, co-published with Springer",English,1,7,4,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2016,35
2095-3127,Advances Manufacturing,Advances in Manufacturing,PE OF,40436,"Shanghai University, co-published with Springer",English,1,7,4,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2015,33
2095-3127,Advances Manufacturing,Advances in Manufacturing,PE OF,40436,"Shanghai University, co-published with Springer",English,1,7,4,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2018,28
2366-7532,Advances Neurodevelopmental Disorders,Advances in Neurodevelopmental Disorders,PE OF,41252,Springer,English,1,3,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,42
2366-7532,Advances Neurodevelopmental Disorders,Advances in Neurodevelopmental Disorders,PE OF,41252,Springer,English,1,3,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,32
2366-7532,Advances Neurodevelopmental Disorders,Advances in Neurodevelopmental Disorders,PE OF,41252,Springer,English,1,3,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,5
0001-9054,Aequationes mathematicae,Aequationes mathematicae,PE OF,10,Birkhäuser,English,1,93,6,Hybrid (Open Choice),NA,other,ISSN print,2018,76
0001-9054,Aequationes mathematicae,Aequationes mathematicae,PE OF,10,Birkhäuser,English,1,93,6,Hybrid (Open Choice),NA,other,ISSN print,2017,71
0001-9054,Aequationes mathematicae,Aequationes mathematicae,PE OF,10,Birkhäuser,English,1,93,6,Hybrid (Open Choice),NA,other,ISSN print,2015,69
0001-9054,Aequationes mathematicae,Aequationes mathematicae,PE OF,10,Birkhäuser,English,1,93,6,Hybrid (Open Choice),NA,other,ISSN print,2016,61
0393-5965,Aerobiologia,Aerobiologia,PE OF S,10453,Springer,English,1,35,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,57
0393-5965,Aerobiologia,Aerobiologia,PE OF S,10453,Springer,English,1,35,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,49
0393-5965,Aerobiologia,Aerobiologia,PE OF S,10453,Springer,English,1,35,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,37
0393-5965,Aerobiologia,Aerobiologia,PE OF S,10453,Springer,English,1,35,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,29
2510-375X,Aerosol Science Engineering,Aerosol Science and Engineering,PE,41810,Springer,English,1,3,4,Hybrid (Open Choice),Chinese Library of Science.,Springer,ISSN print,2018,18
2510-375X,Aerosol Science Engineering,Aerosol Science and Engineering,PE,41810,Springer,English,1,3,4,Hybrid (Open Choice),Chinese Library of Science.,Springer,ISSN print,2017,18
2523-3947,Aerospace Systems,Aerospace Systems,PE OF,42401,"Shanghai Jiaotong University Press, co-published with Springer",English,1,2,2,Hybrid (Open Choice),Addendum Journals List: New Start in 2018. Chinese Library of Science.,other,ISSN print,2018,1
0364-216X,Aesthetic Plastic Surgery,Aesthetic Plastic Surgery,PE OF,266,Springer,English,1,43,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,285
0364-216X,Aesthetic Plastic Surgery,Aesthetic Plastic Surgery,PE OF,266,Springer,English,1,43,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,181
0364-216X,Aesthetic Plastic Surgery,Aesthetic Plastic Surgery,PE OF,266,Springer,English,1,43,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,163
0364-216X,Aesthetic Plastic Surgery,Aesthetic Plastic Surgery,PE OF,266,Springer,English,1,43,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,160
0263-0338,African Archaeological Review,African Archaeological Review,PE OF,10437,Springer,English,1,36,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,37
0263-0338,African Archaeological Review,African Archaeological Review,PE OF,10437,Springer,English,1,36,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,36
0263-0338,African Archaeological Review,African Archaeological Review,PE OF,10437,Springer,English,1,36,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,33
0263-0338,African Archaeological Review,African Archaeological Review,PE OF,10437,Springer,English,1,36,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,28
1012-9405,Afrika Matematika,Afrika Matematika,PE OF S,13370,Springer,English,1,30,8,Hybrid (Open Choice),NA,Springer,ISSN print,2018,91
1012-9405,Afrika Matematika,Afrika Matematika,PE OF S,13370,Springer,English,1,30,8,Hybrid (Open Choice),NA,Springer,ISSN print,2016,86
1012-9405,Afrika Matematika,Afrika Matematika,PE OF S,13370,Springer,English,1,30,8,Hybrid (Open Choice),NA,Springer,ISSN print,2015,73
1012-9405,Afrika Matematika,Afrika Matematika,PE OF S,13370,Springer,English,1,30,8,Hybrid (Open Choice),NA,Springer,ISSN print,2017,64
0163-5158,Ageing International,Ageing International,PE OF,12126,Springer,English,1,44,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,40
0163-5158,Ageing International,Ageing International,PE OF,12126,Springer,English,1,44,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,37
0163-5158,Ageing International,Ageing International,PE OF,12126,Springer,English,1,44,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,23
0163-5158,Ageing International,Ageing International,PE OF,12126,Springer,English,1,44,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,14
2249-720X,Agricultural Research,Agricultural Research,PE OF,40003,Springer,English,1,8,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,94
2249-720X,Agricultural Research,Agricultural Research,PE OF,40003,Springer,English,1,8,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,54
2249-720X,Agricultural Research,Agricultural Research,PE OF,40003,Springer,English,1,8,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,46
2249-720X,Agricultural Research,Agricultural Research,PE OF,40003,Springer,English,1,8,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,44
0889-048X,Agriculture Human Values,Agriculture and Human Values,PE OF,10460,Springer,English,1,36,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,99
0889-048X,Agriculture Human Values,Agriculture and Human Values,PE OF,10460,Springer,English,1,36,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,91
0889-048X,Agriculture Human Values,Agriculture and Human Values,PE OF,10460,Springer,English,1,36,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,78
0889-048X,Agriculture Human Values,Agriculture and Human Values,PE OF,10460,Springer,English,1,36,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,40
0167-4366,Agroforestry Systems,Agroforestry Systems,PE OF,10457,Springer,English,1,93,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,162
0167-4366,Agroforestry Systems,Agroforestry Systems,PE OF,10457,Springer,English,1,93,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,127
0167-4366,Agroforestry Systems,Agroforestry Systems,PE OF,10457,Springer,English,1,93,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,112
0167-4366,Agroforestry Systems,Agroforestry Systems,PE OF,10457,Springer,English,1,93,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,109
1774-0746,Agronomy Sustainable Development,Agronomy for Sustainable Development,PE C,13593,Springer,English,1,39,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,70
1774-0746,Agronomy Sustainable Development,Agronomy for Sustainable Development,PE C,13593,Springer,English,1,39,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,68
1774-0746,Agronomy Sustainable Development,Agronomy for Sustainable Development,PE C,13593,Springer,English,1,39,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,62
1774-0746,Agronomy Sustainable Development,Agronomy for Sustainable Development,PE C,13593,Springer,English,1,39,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,45
0951-5666,AI SOCIETY,AI & SOCIETY,PE OF,146,Springer,English,1,34,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,102
0951-5666,AI SOCIETY,AI & SOCIETY,PE OF,146,Springer,English,1,34,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,70
0951-5666,AI SOCIETY,AI & SOCIETY,PE OF,146,Springer,English,1,34,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,61
0951-5666,AI SOCIETY,AI & SOCIETY,PE OF,146,Springer,English,1,34,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,46
1090-7165,AIDS Behavior,AIDS and Behavior,PE OF,10461,Springer,English,1,23,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,389
1090-7165,AIDS Behavior,AIDS and Behavior,PE OF,10461,Springer,English,1,23,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,348
1090-7165,AIDS Behavior,AIDS and Behavior,PE OF,10461,Springer,English,1,23,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,294
